0,0,1,52,42,96,30,18,0.17
0,0,1,57,42,89,28,24,0.2
0,0,1,64,44,65,21,17,0
0,1,2,71,42,65,17,13,0
1,0,1,50,42,100,46,21,1.79
0,0,2,59,48,100,80,16,0.09
0,0,1,56,47,93,61,17,0.04
0,0,2,57,43,70,38,18,0
0,1,2,72,47,58,23,13,0
1,0,2,84,58,77,37,15,0
0,0,2,90,69,53,26,16,0
0,0,1,69,49,69,24,17,0.01
0,0,2,61,48,96,28,14,0
0,1,2,71,53,100,68,15,0.42
1,0,1,57,51,100,93,16,0.35
0,0,2,54,51,100,89,18,0.31
0,0,1,65,49,100,63,13,1.15
0,0,2,70,51,100,81,16,1.06
0,1,2,74,56,86,53,10,0
1,0,2,66,50,77,36,14,0
0,0,1,69,50,83,27,18,0
0,0,2,67,49,93,42,13,0
0,0,1,67,56,97,67,15,0.05
0,1,1,76,60,97,50,12,0
1,0,1,58,49,56,38,14,0
0,0,1,69,43,70,46,12,0
0,0,1,82,52,71,23,13,0
0,0,2,86,60,48,20,14,0
0,1,1,84,62,73,43,13,0
1,0,1,66,53,59,37,17,0.01
0,0,1,65,53,93,59,10,0
0,0,1,61,56,100,84,12,0.06
0,1,2,74,55,100,68,8,0.43
1,0,1,71,50,67,32,14,0
0,0,1,80,61,97,54,12,0.06
0,0,1,72,54,97,53,13,0.5
0,0,1,68,55,100,52,9,0.54
0,1,1,60,55,100,78,22,0.94
1,0,2,75,62,84,57,12,0.02
0,0,1,71,60,100,81,16,1.83
0,0,1,67,59,97,81,12,0.01
0,0,2,64,59,100,93,15,0.16
0,1,1,80,62,100,60,10,0.61
1,0,1,72,57,100,61,14,0.5
0,0,1,70,56,93,68,14,0
0,0,1,68,55,93,52,12,0.01
0,0,1,64,60,100,93,16,2.3
0,1,1,77,63,100,64,9,0
1,0,1,75,65,93,64,15,0.01
0,0,1,80,66,87,54,15,0.01
0,0,1,76,65,93,73,13,0.3
0,0,1,80,64,100,62,9,0
0,1,1,83,64,100,58,17,0.73
1,0,1,81,65,87,45,13,0
0,0,1,84,65,100,48,15,0.66
0,0,1,81,66,100,62,15,0
0,1,1,76,66,97,79,12,0.6
1,0,1,83,63,73,26,13,0
0,0,1,79,61,93,50,14,0.13
0,0,1,77,58,100,43,14,0
0,0,1,73,61,84,57,14,0
0,1,1,78,60,90,42,12,0
1,0,1,79,61,72,38,12,0
0,0,1,79,61,64,31,16,0
0,0,1,82,63,79,36,14,0
0,0,1,84,70,74,57,14,0
0,1,1,86,68,93,55,12,0.21
1,0,1,81,67,81,43,10,0
0,0,1,71,64,100,73,15,1.14
0,0,1,82,64,100,62,10,0
0,0,1,77,64,93,79,21,0.39
0,1,1,78,63,93,64,9,0.02
1,0,1,83,68,100,69,12,0.6
0,0,1,85,71,93,65,12,0
0,0,1,83,70,100,79,18,1.52
0,0,1,85,72,100,51,10,0
0,1,1,85,67,94,62,15,0.71
1,0,1,84,70,97,54,10,0
0,0,1,83,68,76,58,12,0
0,0,1,85,73,93,52,13,0
0,0,1,77,66,78,47,9,0
0,1,1,79,64,68,35,15,0
1,0,1,91,69,100,53,12,0.53
0,0,1,87,76,79,51,12,0
0,0,1,79,71,87,62,15,0.01
0,0,1,72,68,90,79,16,0.02
0,1,1,86,67,93,48,9,0
1,0,1,92,75,82,44,9,0
0,0,1,90,68,93,55,25,0.64
0,0,1,90,71,93,53,10,0
0,0,1,89,75,82,59,10,0.01
0,1,1,89,72,100,68,16,0.13
1,0,1,82,69,90,54,9,0
0,0,1,83,69,84,51,10,0
0,0,1,85,70,90,47,15,0.03
0,0,1,78,67,79,43,8,0
0,1,1,72,64,100,68,14,0.51
1,0,1,72,62,72,48,13,0
0,0,1,74,57,80,41,14,0
0,0,2,77,57,93,38,9,0
0,0,1,78,61,90,35,13,0
0,1,1,83,62,84,45,14,0
1,0,1,74,62,90,61,10,0
0,0,1,76,63,81,48,22,0
0,0,1,68,60,78,48,25,0.01
0,1,1,66,56,100,78,28,0.84
1,0,1,76,61,90,46,12,0
0,0,1,78,63,84,54,10,0
0,0,1,70,63,87,57,20,0
0,0,1,63,55,86,60,16,0.01
0,1,1,74,56,86,49,13,0
1,0,1,75,57,87,44,10,0
0,0,1,73,64,93,66,10,0
0,0,1,80,69,90,67,12,0
0,0,1,82,66,100,49,12,0.03
0,1,1,69,56,69,37,18,0
1,0,1,72,58,93,66,17,0.18
0,0,1,66,54,75,48,18,0
0,0,1,60,49,83,55,16,0
0,0,1,55,47,77,59,12,0
0,1,2,64,47,93,51,14,0.06
1,0,1,67,53,77,43,14,0
0,0,1,66,50,80,42,12,0
0,0,1,69,57,93,37,29,0.16
0,0,1,63,52,62,43,14,0
0,1,1,69,59,84,57,13,0.03
1,0,1,53,43,66,41,12,0
0,0,1,64,46,77,43,17,0
0,0,1,53,41,79,41,13,0
0,0,1,47,37,100,53,21,0.59
0,1,1,46,37,92,65,18,0.05
1,0,1,55,37,76,32,12,0
0,0,1,65,45,65,39,9,0
0,0,1,68,52,83,48,7,0
0,0,1,74,54,83,35,13,0
0,1,1,64,49,100,44,17,0.19
1,0,1,60,46,77,40,15,0
0,0,1,55,50,100,71,15,0.62
0,0,1,57,51,100,83,17,1.29
0,0,1,57,49,86,62,14,0
0,1,1,59,52,86,62,10,0
1,0,2,55,46,71,50,20,0.01
0,0,1,60,43,83,39,16,0
0,0,1,52,41,70,39,13,0
0,0,1,53,42,76,44,16,0.01
0,1,1,50,37,64,45,17,0
1,0,1,67,49,93,52,13,0
0,0,1,65,56,72,47,12,0
0,0,1,57,48,59,41,21,0
0,0,1,50,45,65,46,23,0.07
0,1,1,55,48,96,61,26,0.04
1,0,1,59,49,83,41,14,0
0,0,1,55,46,65,32,16,0
0,0,1,53,42,83,65,14,0
0,0,1,59,47,100,71,13,0.18
0,1,1,61,48,97,46,15,0.5
1,0,1,50,44,86,65,22,0.01
0,0,1,58,48,86,62,17,0
0,1,1,51,49,100,80,13,0.03
1,1,1,50,43,86,49,21,0
1,0,1,57,40,89,55,18,0.27
0,0,1,47,35,64,45,17,0
0,0,1,56,41,93,54,16,0.45
0,0,1,66,51,100,48,16,0.73
0,1,1,52,44,70,42,12,0
1,0,1,39,32,75,52,13,0
0,0,1,44,34,75,45,14,0.01
0,0,1,53,33,100,55,20,1.48
0,0,1,46,27,71,37,17,0
0,1,1,29,21,45,34,24,0
1,0,1,46,40,82,60,14,0
0,0,1,52,42,92,56,20,0
0,0,1,42,28,57,38,17,0
0,0,1,31,20,52,39,22,0
0,1,1,30,16,61,28,14,0
1,0,1,36,28,69,44,22,0
0,0,1,36,23,63,34,22,0
0,0,0,30,20,63,46,17,0
0,1,1,39,24,69,54,15,0
1,0,0,43,30,73,44,18,0
0,0,0,31,16,58,36,29,0.01
0,0,0,32,19,62,47,14,0
0,1,0,35,29,96,49,13,0.23
1,0,0,30,19,62,43,17,0
0,0,1,30,20,65,47,17,0.01
0,0,1,34,26,69,47,20,0.01
0,0,1,37,30,69,52,16,0
0,1,1,33,23,92,50,22,0.05
1,0,1,31,21,62,39,14,0
0,0,1,35,24,58,43,18,0
0,0,1,35,24,60,46,17,0
0,0,1,42,30,63,40,12,0
0,1,1,50,35,57,40,16,0
1,0,1,48,40,79,56,13,0.01
0,0,1,41,34,76,45,14,0
0,0,1,41,31,72,38,12,0
0,1,2,44,32,64,31,14,0
1,0,2,57,49,100,61,16,1.25
0,0,1,49,35,65,41,20,0.01
0,0,1,39,31,58,44,16,0
0,0,1,42,20,92,32,25,0.09
0,1,2,23,16,47,34,23,0
1,0,2,35,25,50,32,16,0
0,0,1,33,27,92,35,10,0.03
0,0,1,39,29,92,52,16,0.06
0,0,1,37,28,63,22,17,0
0,1,2,36,29,54,36,17,0
1,0,2,37,23,59,35,18,0
0,0,1,42,28,63,39,13,0.01
0,0,2,34,30,92,89,24,1.33
0,0,1,37,28,82,43,21,0
0,1,1,37,26,63,35,15,0
1,0,2,33,29,92,75,13,0.43
0,0,1,35,26,75,56,15,0
0,0,1,40,32,66,52,18,0
0,1,1,43,35,59,49,23,0
1,0,1,45,29,76,41,14,0.03
0,0,1,38,35,100,85,26,1.2
0,0,1,42,36,100,79,24,0.42
0,0,1,38,27,100,89,15,2
0,1,1,33,26,100,82,8,1.17
1,0,1,48,36,70,45,21,0
0,0,1,47,36,79,49,14,0.01
0,0,1,41,34,96,59,21,0.07
0,0,1,47,35,64,38,17,0
0,1,1,49,34,75,25,14,0
1,0,1,61,41,49,25,17,0
0,0,1,61,44,49,25,15,0
0,0,1,57,44,56,30,12,0
0,0,1,53,42,82,59,18,0
0,1,1,43,39,89,70,25,0.21
1,0,1,46,41,89,71,23,0.33
0,0,1,63,41,45,17,18,0.01
0,0,1,66,43,49,13,12,0
0,0,1,69,50,40,17,13,0
0,1,1,72,49,42,20,13,0
1,0,1,57,50,100,71,14,1.34
0,0,1,53,45,100,71,18,0.11
0,0,1,60,43,65,19,22,0
0,0,1,62,48,62,23,14,0.01
0,1,1,52,34,93,25,21,0.14
1,0,1,53,48,100,93,16,1.58
0,0,1,50,41,96,86,24,2.45
0,0,1,57,45,93,61,14,0.01
0,1,1,70,48,80,40,14,0
1,0,1,75,56,63,21,15,0
0,0,1,78,58,72,43,13,0
0,0,1,92,56,83,17,18,0
0,0,1,80,64,73,36,15,0
0,1,1,68,44,100,38,17,0.3
1,0,1,67,52,35,18,12,0
0,0,1,56,47,66,27,13,0
0,0,1,67,45,76,15,12,0
0,0,1,73,50,55,17,10,0
0,1,1,57,46,100,38,14,0.31
1,0,2,63,46,58,32,15,0
0,0,1,70,47,61,26,12,0
0,0,1,69,53,86,34,18,0.03
0,0,1,72,51,89,24,15,0.01
0,1,1,68,44,62,19,16,0
1,0,1,53,48,96,89,13,0.69
0,0,1,58,41,100,35,20,0.05
0,0,2,56,40,60,24,21,0
0,0,2,69,45,45,17,21,0
0,1,1,78,56,52,23,12,0
1,0,1,80,67,100,64,21,1.29
0,0,1,81,62,81,33,22,0.01
0,0,2,80,58,77,27,14,0
0,0,2,78,59,84,24,20,0.01
0,1,2,73,52,64,31,12,0
1,0,2,61,41,57,21,18,0
0,0,2,56,43,71,26,14,0.03
0,0,2,48,44,100,86,13,0.43
0,0,1,67,43,93,34,14,0
0,1,1,80,55,90,47,16,0.04
1,0,2,74,55,67,19,10,0
0,0,2,62,50,96,34,21,1.09
0,0,2,64,50,96,63,12,0.01
0,0,2,79,55,93,35,9,0
0,1,2,85,61,78,34,10,0
1,0,2,73,60,93,73,15,0.03
0,0,1,82,61,97,51,10,0
0,0,2,92,65,87,38,9,0
0,0,2,83,55,93,55,18,0.06
0,1,2,70,56,86,42,9,0
1,0,2,85,66,93,55,20,0.01
0,0,1,87,67,87,29,12,0
0,0,1,87,67,93,45,14,0
0,1,1,88,72,74,42,12,0
1,0,2,75,57,67,27,15,0
0,0,1,75,58,53,29,16,0
0,0,2,68,57,100,51,13,0.89
0,0,1,74,58,100,63,10,0.25
0,1,2,71,58,90,63,12,0
1,0,1,79,64,100,69,8,0.01
0,0,1,81,64,84,30,13,0
0,0,1,75,64,84,48,13,0
0,0,1,74,65,97,57,17,0.45
0,1,1,86,60,84,32,9,0
1,0,1,87,71,68,39,14,0
0,0,1,87,71,100,44,13,0.27
0,0,1,89,71,93,43,15,0
0,0,1,91,79,69,44,12,0
0,1,1,87,71,73,40,10,0
1,0,1,93,76,69,47,16,0.01
0,0,1,91,70,82,34,15,0
0,0,2,79,62,56,25,14,0
0,0,2,77,62,56,31,14,0
0,1,2,82,61,60,26,14,0
1,0,1,103,81,63,27,12,0
0,0,1,100,80,69,33,14,0
0,0,1,89,77,85,51,13,0.01
0,1,1,90,75,87,53,13,0.02
1,0,1,94,73,79,23,15,0.01
0,0,1,83,73,100,64,13,0.84
0,0,1,79,73,94,76,16,0.45
0,0,1,87,72,93,53,10,0
0,1,1,93,74,87,44,14,0
1,0,2,92,72,79,45,15,0.15
0,0,1,89,74,79,43,10,0
0,0,1,93,76,76,44,14,0
0,0,1,90,74,68,34,17,0
0,1,1,87,73,94,48,18,0.7
1,0,1,87,68,73,31,15,0
0,0,1,91,70,61,27,10,0
0,0,1,89,74,74,48,13,0
0,0,1,89,74,85,34,14,0.09
0,1,1,85,66,63,34,12,0
1,0,1,85,69,78,42,14,0
0,0,1,86,72,71,58,14,0
0,0,1,91,75,82,52,12,0
0,0,1,95,77,85,44,15,0.02
0,1,1,90,70,74,26,14,0
1,0,1,94,74,87,41,13,0
0,0,1,92,78,67,41,13,0
0,0,1,93,76,74,41,13,0
0,0,1,76,68,93,68,12,0.09
0,1,1,82,68,87,45,15,0.01
1,0,1,86,69,100,70,12,0.11
0,0,1,91,74,94,37,10,0
0,0,1,86,72,68,34,13,0
0,0,1,91,68,87,29,9,0
0,1,1,90,73,68,24,15,0
1,0,1,70,65,97,68,20,1.05
0,0,1,70,64,81,66,18,0.02
0,0,2,69,64,93,84,12,1
0,0,1,82,65,93,36,14,0
0,1,1,79,61,72,35,9,0
1,0,1,92,72,61,28,12,0
0,0,1,96,76,64,30,10,0
0,0,1,96,76,64,28,10,0
0,0,1,94,78,67,44,12,0
0,1,1,85,75,74,51,18,0
1,0,1,89,68,73,40,13,0
0,0,1,90,66,74,21,17,0.01
0,0,1,70,61,65,47,15,0
0,1,1,74,61,72,44,10,0
1,0,1,77,59,97,46,8,0.13
0,0,1,76,60,97,33,16,0
0,0,1,72,57,62,34,15,0
0,0,1,72,57,93,52,15,0.46
0,1,1,71,59,93,57,13,0.05
1,0,1,74,59,78,33,15,0
0,0,1,74,54,73,33,15,0
0,0,1,87,64,93,44,10,0.12
0,0,1,81,66,93,45,13,0
0,1,1,85,67,93,55,13,0
1,0,1,72,61,100,84,17,1.33
0,0,1,73,70,93,87,13,0.33
0,0,1,78,63,90,47,9,0
0,0,1,75,69,100,78,18,1.1
0,1,2,74,59,100,84,15,2.46
1,0,1,55,52,93,66,20,0.34
0,0,1,61,53,93,84,16,0.01
0,0,1,64,54,93,48,13,0
0,0,1,71,53,89,37,17,0.01
0,1,1,73,54,64,29,13,0
1,0,1,75,57,72,46,18,1.13
0,0,1,69,54,97,48,10,0.09
0,0,1,64,48,77,37,12,0
0,0,1,63,50,100,55,12,0.61
0,1,1,57,49,96,47,21,0.02
1,0,1,60,50,68,36,14,0
0,0,1,59,47,86,57,9,0.03
0,0,2,59,47,83,47,12,0
0,0,1,62,49,93,32,17,0.01
0,1,1,53,46,61,30,18,0
1,0,1,74,54,100,61,15,0
0,0,1,72,63,93,68,12,0.01
0,0,1,75,65,100,78,13,0.19
0,0,1,74,56,100,25,15,0
0,1,1,57,47,59,36,18,0
1,0,1,49,37,59,38,12,0
0,0,1,50,36,64,36,10,0
0,0,1,54,41,73,45,13,0
0,0,1,51,47,100,66,17,1.09
0,1,1,52,45,93,63,12,0.05
1,0,1,45,40,70,41,21,0.04
0,0,1,54,41,76,54,17,0
0,0,1,56,46,77,38,15,0
0,0,1,56,42,62,26,12,0
0,1,1,62,45,49,14,13,0
1,0,1,57,50,86,72,12,0
0,0,1,59,52,100,77,17,0.45
0,0,2,60,51,93,40,23,0.21
0,0,1,55,45,71,41,14,0.01
0,1,1,48,40,70,38,15,0
1,0,1,65,45,86,52,15,0
0,0,1,61,50,83,44,18,0
0,1,1,50,41,49,23,20,0
1,1,1,53,38,100,45,20,0.16
1,0,0,48,35,70,42,10,0
0,0,1,57,44,89,70,15,0.09
0,0,1,60,40,93,60,23,1.2
0,0,1,42,34,61,45,18,0
0,1,1,40,33,64,44,12,0
1,0,1,35,30,63,43,21,0.01
0,0,1,36,30,69,41,20,0
0,0,1,34,27,53,28,20,0
0,0,1,30,23,60,28,18,0
0,1,1,38,22,70,45,10,0.01
1,0,1,49,21,93,57,21,0.04
0,0,1,23,19,67,41,18,0.01
0,0,1,27,20,56,37,21,0
0,0,1,30,23,60,46,15,0
0,1,1,36,23,60,44,14,0
1,0,1,37,25,68,44,20,0
0,0,1,38,28,69,47,17,0
0,0,0,38,28,75,52,17,0
0,1,0,35,30,63,47,22,0.01
1,0,0,28,20,92,38,30,0.52
0,0,0,38,24,69,44,22,0
0,0,0,37,31,64,52,16,0
0,0,0,40,28,75,50,12,0
0,1,0,45,36,64,49,13,0
1,0,0,36,28,53,35,21,0
0,0,1,39,32,52,40,10,0
0,0,1,39,29,61,39,15,0
0,0,1,33,26,63,45,9,0
0,1,1,33,25,92,49,12,0.19
1,0,1,35,24,63,43,18,0
0,0,1,31,23,92,58,15,0.25
0,0,1,31,24,92,53,21,0.61
0,0,1,30,18,61,42,17,0
0,1,1,30,18,67,46,10,0
1,0,1,41,24,100,55,22,1.27
0,0,1,41,35,92,70,14,0.07
0,0,1,35,30,69,43,14,0
0,1,1,32,18,92,40,21,0.41
1,0,1,24,6,60,31,14,0
0,0,1,37,24,85,50,14,0.05
0,0,1,35,30,92,64,22,1.29
0,0,1,36,29,92,54,14,0.86
0,1,1,34,28,85,61,10,0.01
1,0,2,31,22,68,33,12,0.01
0,0,1,30,25,92,68,16,0.17
0,0,1,38,27,96,52,22,0.7
0,0,1,34,24,59,36,20,0
0,1,1,34,23,59,38,16,0
1,0,1,45,36,92,49,13,0.13
0,0,1,41,18,92,36,23,0.11
0,0,1,29,15,54,35,16,0
0,0,1,29,22,50,27,16,0
0,1,1,37,19,45,32,15,0
1,0,1,58,37,57,30,31,0
0,0,1,37,25,52,20,28,0
0,0,1,48,26,42,17,16,0
0,0,1,63,46,59,32,13,0
0,1,1,67,46,77,18,23,0
1,0,1,36,16,52,35,18,0
0,0,1,40,21,52,22,10,0
0,0,1,44,30,79,29,12,0.05
0,1,1,57,34,100,51,21,1.32
1,0,1,60,40,93,57,20,0.44
0,0,1,46,33,52,18,16,0
0,0,1,53,25,59,22,21,0
0,0,1,33,20,47,21,15,0
0,1,1,41,27,76,29,15,0
1,0,1,53,34,96,37,18,0.08
0,0,1,48,29,54,23,13,0
0,0,1,45,34,82,53,20,0.01
0,0,1,53,38,96,79,23,1.07
0,1,2,55,40,100,46,23,0.91
1,0,1,45,37,64,41,12,0
0,0,1,47,34,76,53,14,0
0,0,2,57,38,96,59,17,0.56
0,0,2,65,44,71,27,14,0
0,1,1,77,51,63,25,22,0
1,0,1,45,36,93,64,10,0.44
0,0,1,50,40,100,42,16,0.01
0,0,1,40,32,100,53,17,0.87
0,0,1,44,30,96,30,15,0.09
0,1,1,42,28,58,25,16,0
1,0,1,45,26,42,24,17,0
0,0,1,49,31,48,26,16,0
0,0,1,53,36,62,30,15,0.01
0,0,1,43,37,92,62,21,0.13
0,1,1,44,35,92,58,17,0.18
1,0,1,63,43,83,52,17,0.06
0,0,1,67,41,86,39,21,0.16
0,0,1,55,38,82,24,18,0.09
0,0,1,52,42,82,60,16,0.02
0,1,1,49,42,82,46,13,0
1,0,1,81,50,93,45,14,0.01
0,0,1,72,45,89,49,26,1.09
0,0,1,50,43,100,86,32,0.38
0,0,1,69,48,86,26,16,0
0,1,1,56,41,70,35,22,0
1,0,1,63,47,68,27,14,0
0,0,1,53,47,86,61,16,0.03
0,0,1,65,45,93,56,17,0
0,1,1,63,43,59,24,20,0
1,0,1,75,56,100,57,12,0
0,0,0,83,54,100,51,16,0
0,0,1,75,61,97,64,15,0.01
0,0,1,72,61,100,59,15,0.31
0,1,1,69,54,62,35,16,0
1,0,1,63,50,83,60,10,0
0,0,1,75,55,86,57,14,0
0,0,1,64,46,93,66,14,0.5
0,0,1,65,46,76,20,18,0
0,1,1,72,50,60,27,14,0
1,0,1,71,54,72,28,18,0
0,0,1,75,53,77,29,17,0
0,0,1,71,52,83,44,16,0
0,0,1,74,52,83,38,14,0
0,1,1,67,52,83,56,10,0
1,0,1,62,53,100,93,13,0.17
0,0,1,60,52,100,87,17,0.67
0,0,1,67,54,100,87,21,2.18
0,0,1,75,60,100,68,10,0.01
0,1,1,64,57,100,73,6,0.24
1,0,1,67,55,100,86,10,0.1
0,0,1,81,66,100,51,13,0
0,0,1,84,65,76,40,10,0
0,0,1,78,64,90,67,10,0
0,1,1,83,65,93,58,9,0
1,0,1,89,69,90,36,10,0
0,0,1,90,69,90,34,13,0
0,0,1,80,62,43,26,17,0
0,1,1,76,57,55,21,18,0
1,0,1,81,60,90,39,12,0
0,0,1,87,66,81,35,14,0
0,0,1,94,73,73,41,7,0
0,0,1,95,69,97,44,9,0.07
0,1,1,87,70,100,50,12,0
1,0,1,73,60,100,49,13,0.05
0,0,1,72,58,84,61,15,0.05
0,0,1,83,56,80,33,12,0
0,0,2,84,62,90,39,9,0
0,1,2,76,64,100,68,8,1.82
1,0,1,81,67,73,45,7,0
0,0,1,82,70,78,58,12,0
0,0,1,80,71,100,68,13,0.27
0,0,1,71,66,100,87,16,0.26
0,1,2,70,65,100,90,12,0.03
1,0,1,82,66,87,56,9,0
0,0,1,83,72,93,62,10,0
0,0,1,82,69,100,42,14,0.1
0,0,1,82,65,73,39,12,0
0,1,1,83,63,66,39,12,0
1,0,1,87,70,62,29,12,0
0,0,1,89,73,79,52,9,0.01
0,0,1,92,74,84,46,10,0
0,1,1,85,68,93,65,13,0.4
1,0,1,91,74,74,50,14,0
0,0,1,93,78,79,38,15,0
0,0,1,86,69,97,37,16,0.11
0,0,1,84,64,73,34,17,0
0,1,1,87,66,76,36,10,0
1,0,1,95,75,100,36,14,0.11
0,0,1,94,75,94,32,12,0
0,0,1,89,75,87,53,10,0
0,0,1,97,75,94,49,15,0
0,1,1,104,84,74,35,12,0
1,0,1,80,68,100,54,13,0.32
0,0,1,90,69,93,38,15,0.14
0,0,1,84,68,90,43,13,0
0,0,1,87,71,84,45,10,0
0,1,1,84,71,100,64,13,1.08
1,0,2,94,71,93,47,17,0.02
0,0,2,91,73,79,28,13,0
0,0,2,88,67,61,42,12,0.76
0,0,2,84,67,100,44,15,0
0,1,2,86,70,79,55,13,0
1,0,2,90,74,87,46,17,0
0,0,2,83,71,100,69,10,2.09
0,0,2,86,70,93,43,15,0
0,0,2,82,69,73,35,13,0
0,1,2,84,64,67,37,10,0
1,0,2,77,68,100,84,10,0.56
0,0,1,78,65,93,64,13,0.02
0,0,2,86,66,93,43,9,0
0,0,1,83,67,97,62,14,0.07
0,1,2,84,65,100,51,18,1.24
1,0,2,77,65,100,40,14,0
0,0,1,79,61,78,37,10,0
0,0,2,80,67,73,53,14,0
0,0,1,78,72,100,73,15,0.49
0,1,2,83,71,93,67,9,0
1,0,2,77,59,78,38,12,0
0,0,1,82,61,97,37,13,0
0,0,1,85,63,87,34,9,0
0,0,2,83,66,81,37,10,0
0,1,1,78,65,84,56,10,0
1,0,1,75,60,100,82,18,3.22
0,0,2,68,62,100,93,18,1.21
0,0,1,79,63,100,82,17,0.9
0,1,1,84,67,93,55,10,0
1,0,2,80,66,93,58,9,0
0,0,2,82,67,81,51,13,0
0,0,1,85,70,84,55,12,0
0,0,2,76,53,93,59,15,0.07
0,1,2,65,51,71,37,13,0
1,0,2,68,52,80,48,10,0
0,0,1,68,61,93,72,13,0.06
0,0,1,73,63,100,68,9,0.06
0,0,2,80,68,100,69,9,0.02
0,1,2,73,69,100,87,10,2.61
1,0,2,80,68,97,74,9,0
0,0,1,77,69,100,82,12,0
0,0,2,74,68,100,84,13,0.11
0,0,2,73,61,100,78,17,0.4
0,1,2,76,58,100,44,12,0.72
1,0,2,58,48,96,61,9,0.05
0,0,2,63,49,93,60,13,0
0,0,2,71,53,80,31,16,0
0,0,2,67,47,76,28,10,0
0,1,1,66,48,77,34,10,0
1,0,2,81,61,72,39,8,0
0,0,1,73,62,73,35,13,0
0,0,1,63,58,93,64,21,0.45
0,0,2,66,58,100,93,13,0.34
0,1,1,70,57,100,67,13,1.02
1,0,1,65,57,77,31,15,0.01
0,0,1,68,54,83,34,9,0.01
0,0,2,62,60,100,78,17,1.12
0,0,1,67,54,100,53,12,0.01
0,1,1,56,50,71,59,10,0
1,0,1,61,50,77,62,10,0
0,0,1,62,50,77,27,16,0
0,0,1,62,51,77,54,10,0
0,0,2,61,38,100,72,17,0.63
0,1,2,49,36,92,36,13,0
1,0,1,53,37,85,54,9,0
0,0,1,55,45,77,44,16,0
0,0,2,57,42,82,47,8,0
0,0,1,59,46,76,57,14,0
0,1,2,53,41,77,38,21,0
1,0,1,62,45,89,48,10,0
0,0,1,68,53,71,49,12,0
0,0,1,65,51,96,52,10,0
0,0,2,67,47,100,56,14,0.02
0,1,1,48,41,93,42,18,0.02
1,0,1,69,54,67,40,15,0
0,0,1,65,58,75,56,16,0.01
0,0,1,59,53,100,72,10,0.73
0,0,1,53,40,79,46,16,0.07
0,1,2,46,36,56,37,15,0
1,0,1,59,46,93,44,15,0.12
0,0,1,50,43,100,74,17,1.16
0,1,1,53,39,100,73,18,0.46
1,1,1,61,46,65,39,13,0
1,0,1,70,56,80,47,13,0
0,0,1,66,51,96,78,17,0.47
0,0,1,52,43,83,48,17,0
0,0,2,50,37,62,34,17,0
0,1,1,52,39,70,38,15,0
1,0,1,59,47,100,77,14,0
0,0,1,62,56,97,75,15,0.2
0,0,1,62,42,100,90,17,1.68
0,0,1,45,36,96,45,21,0.16
0,1,1,52,36,71,53,14,0
1,0,1,44,33,56,31,9,0
0,0,1,47,32,60,31,13,0
0,0,1,50,36,71,53,8,0
0,0,1,59,47,80,57,17,0.01
0,1,1,59,41,77,34,23,0
